customer_id,age,gender,state,city,income_level,top_category,device_type,acquisition_channel,loyalty_tier,session_frequency,avg_session_duration,cart_abandonment_rate,returns_ratio,discount_dependency,avg_order_value,frequency,seasonal_spike_factor,monetary_value,time_between_purchases,recency,net_promoter_score,churn
C00426,43,Female,Gujarat,Ahmedabad,Low,Electronics,Mobile,Social Media,Prime,15,2.1,0.22,0.07,High,8668,9,1.21,94395,41,64,51,0
C00427,23,Male,Tamil Nadu,Chennai,Medium,Grocery,Mobile,Social Media,Non-Prime,13,3.3,0.43,0.01,Medium,1675,1,1.34,2244,365,221,27,0
C00428,42,Male,Karnataka,Bengaluru,High,Grocery,Mobile,Direct,Non-Prime,23,2.3,0.3,0.04,Low,2192,6,1.23,16177,61,50,20,0
C00429,23,Female,Delhi,New Delhi,Medium,Fashion,Mobile,Organic Search,Non-Prime,26,3.4,0.23,0.17,Medium,2724,1,1.14,3105,365,398,26,0
C00430,51,Female,Maharashtra,Pune,Low,Fashion,Mobile,Direct,Non-Prime,21,4.6,0.29,0.35,High,1237,1,1.29,1596,365,366,17,0
C00431,20,Female,Karnataka,Mysuru,Medium,Home & Kitchen,Mobile,Influencer,Non-Prime,19,5.4,0.26,0.07,Medium,4394,1,1.26,5536,365,244,20,0
C00432,34,Female,Tamil Nadu,Chennai,Medium,Fashion,Mobile,Direct,Non-Prime,22,3,0.4,0.16,Medium,2858,6,1.31,22464,61,94,28,0
C00433,28,Female,Kerala,Thiruvananthapuram,High,Fashion,Mobile,Organic Search,Prime,19,4.3,0.17,0.16,Low,3891,6,1.32,30817,61,60,45,0
C00434,56,Female,Maharashtra,Mumbai,Medium,Beauty,Mobile,Social Media,Prime,16,2.2,0.13,0.12,Low,2197,5,1.16,12743,73,105,47,0
C00435,34,Male,Telangana,Hyderabad,Low,Beauty,Mobile,Direct,Non-Prime,18,4.9,0.38,0.08,Medium,1146,1,1.27,1455,365,738,21,1
C00436,46,Female,Maharashtra,Mumbai,Low,Beauty,Mobile,Direct,Non-Prime,24,3.6,0.39,0.09,High,976,3,1.24,3631,122,170,30,0
C00437,39,Female,Maharashtra,Pune,Low,Books,Mobile,Direct,Non-Prime,17,2.7,0.44,0.02,Medium,716,2,1.08,1547,182,363,33,0
C00438,33,Male,Telangana,Hyderabad,High,Fashion,Mobile,Email,Non-Prime,13,3.1,0.24,0.25,Low,4140,1,1.26,5216,365,787,19,1
C00439,29,Female,Gujarat,Ahmedabad,Low,Home & Kitchen,Mobile,Paid Ads,Non-Prime,19,2.5,0.33,0.13,High,2213,1,1.1,2434,365,650,20,1
C00440,58,Male,Telangana,Hyderabad,Medium,Beauty,Mobile,Organic Search,Non-Prime,21,6,0.32,0.09,High,2069,1,1.09,2255,365,419,34,0
C00441,24,Female,West Bengal,Kolkata,Low,Beauty,Mobile,Social Media,Non-Prime,13,3.7,0.29,0.11,Low,767,3,1.21,2784,122,235,25,0
C00442,54,Male,West Bengal,Kolkata,Low,Fashion,Mobile,Influencer,Non-Prime,17,3,0.23,0.3,Low,1871,6,1.19,13359,61,115,26,0
C00443,35,Male,Kerala,Thiruvananthapuram,High,Electronics,Mobile,Paid Ads,Non-Prime,23,5.7,0.28,0.05,Low,37145,1,1.13,41974,365,332,25,0
C00444,51,Female,Karnataka,Mysuru,High,Grocery,Mobile,Organic Search,Non-Prime,15,3.1,0.41,0.02,Low,2402,1,1.31,3147,365,509,26,1
C00445,35,Male,Telangana,Hyderabad,Low,Electronics,Mobile,Email,Non-Prime,26,2.7,0.3,0.06,High,8389,1,1.33,11157,365,490,21,1
C00446,32,Female,Karnataka,Bengaluru,Medium,Fashion,Mobile,Organic Search,Non-Prime,16,2.1,0.19,0.29,Low,2692,1,1.35,3634,365,444,23,0
C00447,41,Female,Tamil Nadu,Coimbatore,Low,Home & Kitchen,Desktop,Social Media,Non-Prime,8,15.9,0.5,0.13,High,2908,1,1.24,3606,365,720,35,1
C00448,25,Female,Gujarat,Ahmedabad,Medium,Beauty,Mobile,Email,Non-Prime,20,3,0.44,0.06,Medium,2022,1,1.06,2143,365,734,34,1
C00449,39,Female,Karnataka,Mysuru,Medium,Beauty,Mobile,Organic Search,Prime,14,6,0.17,0.1,High,1761,6,1.14,12045,61,34,38,0
C00450,32,Female,Delhi,New Delhi,Medium,Grocery,Mobile,Direct,Non-Prime,29,4.8,0.4,0.02,High,1485,2,1.34,3980,182,249,35,0
C00451,32,Female,Tamil Nadu,Coimbatore,Medium,Beauty,Desktop,Email,Prime,6,7.7,0.11,0.1,Low,1978,5,1.34,13253,73,137,76,0
C00452,20,Male,Telangana,Hyderabad,Low,Grocery,Mobile,Influencer,Prime,15,5.2,0.24,0.04,High,1064,8,1.3,11066,46,69,49,0
C00453,56,Female,Gujarat,Ahmedabad,Low,Home & Kitchen,Desktop,Organic Search,Non-Prime,9,10.3,0.42,0.09,High,2745,1,1.09,2992,365,401,25,1
C00454,37,Male,Gujarat,Ahmedabad,High,Home & Kitchen,Mobile,Paid Ads,Prime,29,3.9,0.14,0.07,High,7555,5,1.14,43063,73,118,81,0
C00455,37,Female,Kerala,Thiruvananthapuram,High,Home & Kitchen,Mobile,Email,Non-Prime,21,4.7,0.21,0.07,Low,9526,1,1.3,12384,365,189,29,0
C00456,20,Male,Karnataka,Mysuru,Medium,Home & Kitchen,Mobile,Paid Ads,Prime,16,3.4,0.12,0.12,Low,5919,6,1.2,42617,61,73,59,0
C00457,49,Male,Delhi,New Delhi,Medium,Electronics,Desktop,Organic Search,Non-Prime,8,11.3,0.21,0.07,Low,19442,2,1.33,51716,182,153,16,0
C00458,38,Male,Kerala,Kochi,High,Home & Kitchen,Mobile,Social Media,Non-Prime,18,5,0.36,0.1,Low,8323,1,1.24,10321,365,190,22,0
C00459,47,Male,Maharashtra,Pune,Low,Electronics,Mobile,Social Media,Non-Prime,13,3.8,0.23,0.05,Low,11103,2,1.17,25981,182,220,16,0
C00460,29,Male,Delhi,New Delhi,Low,Fashion,Mobile,Paid Ads,Prime,21,4.4,0.23,0.21,High,1327,11,1.21,17662,33,62,44,0
C00461,30,Female,Maharashtra,Pune,Medium,Home & Kitchen,Desktop,Social Media,Non-Prime,5,11.6,0.37,0.12,Low,4799,1,1.09,5231,365,355,11,1
C00462,20,Male,Karnataka,Bengaluru,Low,Fashion,Mobile,Direct,Non-Prime,25,4.8,0.37,0.25,High,1210,3,1.07,3884,122,85,26,0
C00463,42,Female,West Bengal,Kolkata,Medium,Electronics,Mobile,Direct,Prime,25,2.6,0.18,0.06,Medium,16978,4,1.21,82174,91,173,47,0
C00464,58,Female,West Bengal,Kolkata,High,Fashion,Desktop,Social Media,Non-Prime,10,11.7,0.38,0.23,Low,4023,2,1.11,8931,182,156,19,0
C00465,55,Male,Delhi,New Delhi,Medium,Grocery,Mobile,Organic Search,Non-Prime,25,2.2,0.42,0.03,High,1518,1,1.26,1913,365,607,18,1
C00466,18,Female,West Bengal,Kolkata,High,Fashion,Desktop,Organic Search,Non-Prime,11,14.5,0.45,0.21,High,3646,1,1.27,4630,365,332,27,0
C00467,33,Female,Maharashtra,Pune,Low,Electronics,Mobile,Direct,Prime,12,4.1,0.16,0.07,Medium,8076,10,1.31,105796,36,52,74,0
C00468,26,Male,Kerala,Kochi,Low,Grocery,Mobile,Social Media,Prime,11,2.8,0.19,0.01,High,779,6,1.2,5609,61,123,69,0
C00469,18,Female,Kerala,Thiruvananthapuram,Low,Fashion,Mobile,Direct,Prime,26,4.5,0.14,0.16,High,1515,7,1.19,12620,52,91,47,0
C00470,53,Female,Delhi,New Delhi,High,Beauty,Mobile,Direct,Non-Prime,26,2.2,0.21,0.11,Low,2767,12,1.19,39513,30,53,21,0
C00471,35,Female,Delhi,New Delhi,Low,Home & Kitchen,Desktop,Email,Prime,11,12.6,0.17,0.09,Medium,2953,10,1.26,37208,36,50,58,0
C00472,23,Female,West Bengal,Kolkata,Low,Fashion,Desktop,Organic Search,Non-Prime,5,11.7,0.35,0.33,High,1629,20,1.35,43983,18,31,27,0
C00473,27,Female,Maharashtra,Pune,Low,Books,Mobile,Social Media,Non-Prime,28,5.2,0.44,0.04,Medium,525,1,1.28,672,365,542,28,1
C00474,33,Female,West Bengal,Kolkata,Low,Home & Kitchen,Desktop,Social Media,Prime,7,11.7,0.13,0.1,Medium,3735,4,1.17,17480,91,123,87,0
C00475,49,Male,Karnataka,Bengaluru,Medium,Electronics,Mobile,Email,Non-Prime,26,3.7,0.38,0.03,Medium,16872,7,1.1,129914,52,97,24,0
C00476,50,Female,Maharashtra,Pune,Medium,Beauty,Mobile,Paid Ads,Non-Prime,25,2.9,0.37,0.08,Low,1822,2,1.05,3826,182,163,24,0
C00477,28,Female,Karnataka,Mysuru,Low,Home & Kitchen,Desktop,Social Media,Prime,4,13.4,0.22,0.14,High,2066,4,1.14,9421,91,90,47,0
C00478,26,Male,Gujarat,Ahmedabad,Medium,Fashion,Desktop,Social Media,Prime,5,13.3,0.18,0.29,Medium,3496,7,1.26,30835,52,62,54,0
C00479,54,Female,Tamil Nadu,Chennai,Medium,Home & Kitchen,Desktop,Social Media,Prime,8,9.3,0.13,0.12,Low,4292,9,1.08,41718,41,31,51,0
C00480,18,Female,West Bengal,Kolkata,Low,Home & Kitchen,Mobile,Email,Non-Prime,29,2.7,0.25,0.13,Low,3601,1,1.07,3853,365,421,29,0
C00481,20,Female,Kerala,Thiruvananthapuram,Low,Books,Desktop,Direct,Non-Prime,4,17,0.22,0.03,Low,664,2,1.11,1474,182,327,29,0
C00482,28,Male,West Bengal,Kolkata,High,Fashion,Desktop,Social Media,Non-Prime,8,14.4,0.39,0.25,Low,4061,1,1.2,4873,365,485,23,1
C00483,38,Male,Gujarat,Ahmedabad,Medium,Fashion,Desktop,Influencer,Prime,11,12.6,0.14,0.26,Low,2194,5,1.07,11738,73,135,38,0
C00484,28,Male,Kerala,Kochi,Medium,Home & Kitchen,Desktop,Email,Non-Prime,11,14.3,0.36,0.13,High,5612,4,1.16,26040,91,68,25,0
C00485,28,Female,Gujarat,Ahmedabad,Medium,Books,Mobile,Email,Prime,23,2.7,0.07,0.02,Low,924,15,1.05,14553,24,34,89,0
C00486,55,Female,West Bengal,Kolkata,High,Fashion,Desktop,Social Media,Prime,11,6.4,0.05,0.24,Low,4512,10,1.15,51888,36,35,44,0
C00487,47,Male,Gujarat,Ahmedabad,High,Fashion,Mobile,Organic Search,Non-Prime,17,5.8,0.23,0.18,Low,4308,1,1.3,5600,365,778,30,1
C00488,39,Male,Tamil Nadu,Chennai,Low,Electronics,Desktop,Email,Non-Prime,5,17.3,0.35,0.03,Medium,10971,1,1.22,13385,365,382,30,0
C00489,39,Female,Gujarat,Ahmedabad,Low,Fashion,Mobile,Social Media,Non-Prime,18,2.2,0.2,0.32,Medium,1267,1,1.19,1508,365,311,19,0
C00490,43,Male,Kerala,Thiruvananthapuram,Low,Electronics,Desktop,Paid Ads,Non-Prime,4,9.8,0.48,0.04,High,9493,7,1.32,87715,52,57,18,0
C00491,24,Male,Karnataka,Bengaluru,Medium,Home & Kitchen,Mobile,Paid Ads,Prime,19,2.5,0.16,0.06,High,5181,7,1.24,44971,52,48,71,0
C00492,28,Male,Maharashtra,Mumbai,Low,Books,Mobile,Organic Search,Non-Prime,29,5.9,0.32,0.03,Low,510,2,1.31,1336,182,151,30,0
C00493,35,Female,Delhi,New Delhi,Low,Fashion,Desktop,Paid Ads,Non-Prime,6,15.6,0.25,0.21,High,1217,2,1.12,2726,182,97,33,0
C00494,26,Female,Telangana,Hyderabad,High,Electronics,Mobile,Direct,Non-Prime,10,4,0.27,0.08,Medium,29593,1,1.33,39359,365,458,27,0
C00495,37,Male,Gujarat,Ahmedabad,High,Home & Kitchen,Mobile,Social Media,Prime,13,3.5,0.07,0.12,Low,9021,8,1.21,87323,46,51,72,0
C00496,22,Male,Gujarat,Ahmedabad,Low,Grocery,Mobile,Direct,Prime,10,5.9,0.17,0.02,Medium,1139,8,1.33,12119,46,68,69,0
C00497,21,Female,Delhi,New Delhi,Medium,Beauty,Desktop,Social Media,Non-Prime,10,14.1,0.35,0.07,Medium,2311,6,1.22,16917,61,74,15,0
C00498,48,Male,Tamil Nadu,Chennai,Low,Fashion,Desktop,Organic Search,Prime,11,13.2,0.16,0.23,High,1053,7,1.34,9877,52,96,52,0
C00499,20,Male,Gujarat,Ahmedabad,Low,Grocery,Desktop,Organic Search,Non-Prime,5,11.6,0.38,0.03,Medium,1254,1,1.3,1630,365,307,35,0
C00500,24,Male,Maharashtra,Pune,High,Grocery,Mobile,Organic Search,Non-Prime,19,4.9,0.24,0.02,Medium,2124,1,1.1,2336,365,785,31,1
C00501,39,Male,Maharashtra,Mumbai,Low,Beauty,Mobile,Email,Non-Prime,12,5.9,0.32,0.11,High,662,1,1.34,887,365,699,16,1
C00502,26,Male,Karnataka,Mysuru,Low,Home & Kitchen,Mobile,Organic Search,Non-Prime,26,2.5,0.33,0.06,Medium,2867,1,1.25,3584,365,209,19,0
C00503,49,Male,Tamil Nadu,Coimbatore,Low,Fashion,Mobile,Organic Search,Non-Prime,13,2,0.3,0.17,Medium,2383,1,1.2,2860,365,672,22,1
C00504,26,Male,West Bengal,Kolkata,Medium,Grocery,Mobile,Organic Search,Prime,22,3.7,0.17,0.04,Medium,1912,7,1.12,14990,52,78,77,0
C00505,38,Male,Karnataka,Bengaluru,High,Home & Kitchen,Mobile,Social Media,Prime,29,3.5,0.17,0.11,Medium,9397,6,1.33,74988,61,109,53,0
C00506,27,Female,Kerala,Thiruvananthapuram,Low,Home & Kitchen,Mobile,Organic Search,Prime,13,2.9,0.06,0.1,Low,3024,8,1.19,28788,46,52,84,0
C00507,30,Male,Karnataka,Bengaluru,Medium,Fashion,Mobile,Influencer,Prime,28,5.6,0.18,0.2,High,2589,6,1.16,18019,61,109,46,0
C00508,53,Female,Tamil Nadu,Coimbatore,Medium,Fashion,Desktop,Social Media,Prime,9,17.5,0.14,0.27,High,2776,6,1.13,18821,61,111,55,0
C00509,22,Female,Delhi,New Delhi,Medium,Fashion,Mobile,Direct,Non-Prime,15,5.6,0.41,0.15,Low,2992,1,1.31,3920,365,301,31,0
C00510,58,Male,Delhi,New Delhi,High,Electronics,Mobile,Organic Search,Prime,22,2.1,0.14,0.03,High,36028,5,1.27,228778,73,129,88,0
C00511,58,Female,Karnataka,Mysuru,High,Beauty,Mobile,Paid Ads,Non-Prime,15,5.3,0.42,0.09,Low,3308,17,1.2,67483,21,26,24,0
C00512,41,Male,Telangana,Hyderabad,Low,Books,Mobile,Email,Prime,28,2.9,0.14,0.02,High,663,7,1.08,5012,52,56,84,0
C00513,28,Female,West Bengal,Kolkata,Medium,Fashion,Desktop,Paid Ads,Non-Prime,8,16,0.33,0.17,High,1712,1,1.06,1815,365,738,19,1
C00514,58,Female,Gujarat,Ahmedabad,High,Home & Kitchen,Desktop,Direct,Non-Prime,8,17,0.28,0.07,Medium,9420,2,1.05,19782,182,388,29,0
C00515,25,Male,Telangana,Hyderabad,Medium,Electronics,Desktop,Social Media,Non-Prime,4,6.4,0.33,0.06,Low,13784,1,1.14,15714,365,396,22,0
C00516,30,Male,West Bengal,Kolkata,Low,Home & Kitchen,Mobile,Social Media,Non-Prime,18,3.5,0.37,0.08,Medium,3534,1,1.34,4736,365,660,35,1
C00517,38,Male,Gujarat,Ahmedabad,Medium,Fashion,Mobile,Direct,Non-Prime,26,4.9,0.5,0.27,High,2255,2,1.17,5277,182,316,25,1
C00518,41,Male,Karnataka,Bengaluru,Low,Beauty,Mobile,Direct,Prime,24,2.7,0.23,0.12,High,1172,7,1.28,10501,52,64,49,0
C00519,59,Male,Telangana,Hyderabad,High,Electronics,Desktop,Organic Search,Prime,4,9,0.15,0.06,High,31350,4,1.28,160512,91,108,79,0
C00520,39,Female,Gujarat,Ahmedabad,Low,Fashion,Mobile,Social Media,Prime,14,4.5,0.12,0.23,Medium,1927,5,1.08,10406,73,125,43,0
C00521,40,Female,Kerala,Kochi,Medium,Electronics,Mobile,Paid Ads,Prime,11,5.6,0.12,0.03,Medium,19527,6,1.29,151139,61,123,62,0
C00522,47,Female,Kerala,Thiruvananthapuram,Low,Grocery,Mobile,Social Media,Prime,16,2.7,0.13,0.04,High,1207,6,1.06,7677,61,97,75,0
C00523,23,Male,Kerala,Thiruvananthapuram,Low,Electronics,Mobile,Organic Search,Non-Prime,17,5.6,0.34,0.06,High,6198,1,1.31,8119,365,342,18,1
C00524,20,Female,Maharashtra,Pune,Low,Books,Mobile,Organic Search,Non-Prime,10,2.4,0.42,0.02,High,484,1,1.3,629,365,465,19,1
C00525,18,Female,Maharashtra,Mumbai,Low,Electronics,Desktop,Email,Prime,8,6.6,0.15,0.07,High,6512,6,1.26,49231,61,64,72,0
C00526,54,Female,Tamil Nadu,Chennai,Medium,Home & Kitchen,Mobile,Direct,Prime,14,4.8,0.15,0.08,Medium,4088,8,1.16,37937,46,46,66,0
C00527,26,Female,Telangana,Hyderabad,Low,Fashion,Mobile,Social Media,Non-Prime,20,3.6,0.25,0.35,Medium,1590,2,1.06,3371,182,254,24,0
C00528,53,Female,Maharashtra,Mumbai,High,Home & Kitchen,Mobile,Social Media,Non-Prime,15,3.2,0.39,0.06,High,7297,1,1.13,8246,365,691,33,1
C00529,39,Female,West Bengal,Kolkata,High,Beauty,Desktop,Email,Non-Prime,8,12.6,0.34,0.11,Low,3439,4,1.24,17057,91,46,31,0
C00530,50,Male,Gujarat,Ahmedabad,Low,Electronics,Mobile,Email,Non-Prime,25,3.2,0.41,0.08,Medium,11379,3,1.07,36527,122,176,40,0
C00531,20,Male,Delhi,New Delhi,Low,Fashion,Mobile,Organic Search,Non-Prime,20,2.2,0.34,0.35,High,1365,1,1.17,1597,365,562,41,0
C00532,41,Female,Tamil Nadu,Coimbatore,High,Fashion,Mobile,Direct,Prime,21,2,0.05,0.19,Low,4543,19,1.32,113938,19,19,76,0
C00533,29,Female,Delhi,New Delhi,High,Fashion,Mobile,Influencer,Non-Prime,19,2.6,0.4,0.29,Medium,4366,1,1.08,4715,365,399,28,0
C00534,52,Female,Maharashtra,Mumbai,Medium,Home & Kitchen,Desktop,Organic Search,Prime,6,12.9,0.14,0.12,Low,7109,8,1.11,63128,46,44,48,0
C00535,51,Male,Kerala,Kochi,Medium,Grocery,Mobile,Social Media,Prime,25,3.9,0.15,0.02,Medium,1939,6,1.2,13961,61,110,75,0
C00536,58,Male,Karnataka,Bengaluru,High,Electronics,Mobile,Social Media,Prime,15,5.1,0.17,0.06,Low,21625,8,1.29,223170,46,42,47,0
C00537,19,Female,Gujarat,Ahmedabad,Medium,Fashion,Desktop,Direct,Non-Prime,6,9.1,0.44,0.3,High,2901,1,1.27,3684,365,560,11,1
C00538,33,Female,West Bengal,Kolkata,Medium,Home & Kitchen,Mobile,Direct,Prime,22,4.6,0.22,0.11,High,4113,8,1.3,42775,46,70,57,0
C00539,46,Female,Telangana,Hyderabad,Low,Beauty,Mobile,Direct,Non-Prime,24,2.1,0.38,0.1,Medium,1451,1,1.26,1828,365,525,28,1
C00540,52,Female,Gujarat,Ahmedabad,Low,Home & Kitchen,Mobile,Organic Search,Non-Prime,10,5.1,0.43,0.14,High,2834,1,1.17,3316,365,773,26,1
C00541,43,Male,Delhi,New Delhi,Medium,Beauty,Desktop,Email,Non-Prime,10,6.6,0.36,0.09,Low,2555,1,1.19,3040,365,190,24,0
C00542,49,Male,Gujarat,Ahmedabad,Medium,Home & Kitchen,Mobile,Paid Ads,Non-Prime,16,5.5,0.39,0.12,Medium,6982,3,1.26,26392,122,222,21,0
C00543,46,Male,West Bengal,Kolkata,Low,Home & Kitchen,Desktop,Organic Search,Prime,10,6,0.18,0.09,High,3262,15,1.21,59205,24,31,50,0
C00544,50,Male,Maharashtra,Pune,Low,Home & Kitchen,Mobile,Organic Search,Prime,10,4.8,0.23,0.05,High,2957,7,1.25,25874,52,86,51,0
C00545,25,Male,Kerala,Thiruvananthapuram,Medium,Grocery,Mobile,Organic Search,Non-Prime,13,4,0.21,0.04,Medium,2031,1,1.15,2336,365,314,20,0
C00546,42,Male,West Bengal,Kolkata,High,Books,Mobile,Direct,Non-Prime,22,4.5,0.32,0.02,High,805,20,1.24,19964,18,33,27,0
C00547,45,Female,Maharashtra,Pune,Low,Fashion,Mobile,Email,Non-Prime,13,2.8,0.44,0.32,Medium,1725,3,1.18,6106,122,97,31,0
C00548,41,Female,Karnataka,Mysuru,High,Fashion,Mobile,Direct,Prime,10,3.4,0.09,0.24,Medium,3904,11,1.24,53251,33,17,47,0
C00549,28,Female,Delhi,New Delhi,Medium,Beauty,Mobile,Social Media,Non-Prime,25,2,0.22,0.11,Medium,1920,1,1.1,2112,365,468,34,0
C00550,44,Female,Gujarat,Ahmedabad,Low,Beauty,Mobile,Organic Search,Non-Prime,24,4.3,0.24,0.09,Medium,1272,2,1.17,2976,182,158,23,0
C00551,52,Male,Gujarat,Ahmedabad,High,Grocery,Mobile,Social Media,Non-Prime,19,4.7,0.28,0.03,Medium,2115,1,1.27,2686,365,467,33,0
C00552,21,Male,Maharashtra,Mumbai,Low,Grocery,Mobile,Organic Search,Non-Prime,11,5,0.31,0.02,Medium,817,15,1.06,12990,24,40,27,0
C00553,24,Male,Gujarat,Ahmedabad,Medium,Home & Kitchen,Mobile,Email,Prime,26,4.1,0.21,0.07,High,5206,8,1.33,55392,46,34,56,0
C00554,39,Female,West Bengal,Kolkata,High,Beauty,Mobile,Organic Search,Non-Prime,22,4.1,0.34,0.11,High,2959,1,1.16,3432,365,621,23,1
C00555,41,Female,Maharashtra,Pune,Low,Books,Mobile,Influencer,Prime,18,3.4,0.19,0.03,Medium,764,7,1.1,5883,52,33,68,0
C00556,46,Male,Delhi,New Delhi,Low,Fashion,Desktop,Direct,Non-Prime,8,14.5,0.28,0.17,Medium,1907,1,1.09,2079,365,750,18,1
C00557,58,Female,Karnataka,Bengaluru,Low,Home & Kitchen,Desktop,Organic Search,Non-Prime,9,9.5,0.3,0.06,High,2952,1,1.12,3306,365,532,33,0
C00558,57,Female,West Bengal,Kolkata,Low,Books,Desktop,Social Media,Prime,4,6.7,0.21,0.05,High,515,7,1.06,3821,52,111,51,0
C00559,48,Female,Tamil Nadu,Coimbatore,Low,Electronics,Mobile,Email,Non-Prime,11,4.8,0.48,0.05,High,10228,1,1.07,10944,365,800,28,1
C00560,23,Male,Gujarat,Ahmedabad,Medium,Books,Desktop,Social Media,Non-Prime,5,16.6,0.48,0.03,High,753,8,1.27,7650,46,60,17,0
C00561,23,Male,Telangana,Hyderabad,Low,Electronics,Mobile,Direct,Non-Prime,19,2.1,0.38,0.08,High,9055,1,1.17,10594,365,720,18,1
C00562,49,Male,Gujarat,Ahmedabad,High,Fashion,Mobile,Paid Ads,Non-Prime,25,4.3,0.19,0.35,Low,4631,1,1.08,5001,365,761,20,1
C00563,33,Female,Karnataka,Mysuru,High,Fashion,Mobile,Email,Non-Prime,10,3.4,0.31,0.29,Medium,4269,1,1.23,5251,365,434,30,0
C00564,52,Female,Maharashtra,Pune,Medium,Fashion,Mobile,Social Media,Prime,24,2.6,0.12,0.32,Medium,3096,4,1.14,14118,91,118,53,0
C00565,35,Female,Gujarat,Ahmedabad,Low,Beauty,Desktop,Social Media,Non-Prime,7,16,0.37,0.08,High,978,1,1.16,1134,365,757,19,1
C00566,22,Female,Kerala,Kochi,High,Beauty,Mobile,Email,Prime,25,3.8,0.16,0.06,Low,2905,5,1.21,17575,73,145,82,0
C00567,33,Male,Gujarat,Ahmedabad,Low,Home & Kitchen,Desktop,Organic Search,Prime,3,8.8,0.19,0.15,Medium,3841,7,1.15,30920,52,28,51,0
C00568,57,Male,West Bengal,Kolkata,Low,Electronics,Mobile,Paid Ads,Non-Prime,24,5.6,0.34,0.04,Medium,9933,5,1.35,67048,73,152,19,0
C00569,39,Female,Kerala,Kochi,Low,Beauty,Mobile,Email,Non-Prime,26,3.1,0.41,0.09,High,653,1,1.11,725,365,529,27,1
C00570,37,Female,Delhi,New Delhi,Medium,Fashion,Mobile,Direct,Non-Prime,24,4.6,0.33,0.22,Low,3634,10,1.1,39974,36,22,21,0
C00571,40,Male,Gujarat,Ahmedabad,High,Electronics,Mobile,Direct,Non-Prime,27,3.3,0.34,0.04,Low,25079,1,1.3,32603,365,340,21,0
C00572,39,Female,Gujarat,Ahmedabad,Low,Fashion,Mobile,Social Media,Non-Prime,28,5.6,0.49,0.34,High,1750,4,1.27,8890,91,81,17,0
C00573,49,Female,Maharashtra,Mumbai,High,Beauty,Mobile,Email,Prime,20,5.2,0.15,0.12,Low,2968,29,1.12,96401,13,21,50,0
C00574,58,Male,Gujarat,Ahmedabad,High,Fashion,Desktop,Email,Non-Prime,9,7.3,0.24,0.33,Low,4639,1,1.19,5520,365,615,18,1
C00575,44,Female,Maharashtra,Pune,Medium,Home & Kitchen,Desktop,Social Media,Prime,4,17.2,0.2,0.09,High,4263,8,1.16,39561,46,99,47,0
C00576,20,Male,Karnataka,Bengaluru,Medium,Fashion,Mobile,Direct,Non-Prime,27,2.5,0.22,0.24,Medium,2424,9,1.28,27924,41,73,36,0
C00577,25,Male,Gujarat,Ahmedabad,Low,Electronics,Mobile,Organic Search,Non-Prime,27,2.8,0.21,0.06,Medium,6078,1,1.32,8023,365,321,38,0
C00578,35,Female,Delhi,New Delhi,Medium,Books,Mobile,Social Media,Prime,22,5.5,0.14,0.03,High,725,7,1.16,5887,52,76,62,0
C00579,24,Female,West Bengal,Kolkata,Medium,Electronics,Mobile,Paid Ads,Non-Prime,23,4.1,0.41,0.07,Medium,17403,2,1.13,39331,182,374,21,1
C00580,38,Male,Delhi,New Delhi,Low,Home & Kitchen,Desktop,Direct,Non-Prime,3,12,0.28,0.13,Medium,2809,1,1.15,3230,365,235,22,0
C00581,46,Female,Karnataka,Bengaluru,Low,Grocery,Desktop,Direct,Non-Prime,6,8,0.36,0.03,Medium,956,1,1.34,1281,365,491,25,1
C00582,41,Male,Maharashtra,Mumbai,Low,Electronics,Desktop,Organic Search,Non-Prime,9,8,0.38,0.06,Low,6455,40,1.28,330496,9,11,24,0
C00583,45,Male,Delhi,New Delhi,Medium,Electronics,Mobile,Paid Ads,Prime,22,5.6,0.12,0.07,Medium,17920,6,1.11,119347,61,97,80,0
C00584,19,Male,Karnataka,Mysuru,Medium,Fashion,Desktop,Organic Search,Prime,7,7.4,0.22,0.16,High,2613,4,1.17,12229,91,138,47,0
C00585,57,Male,Gujarat,Ahmedabad,Medium,Home & Kitchen,Mobile,Social Media,Prime,13,2.4,0.18,0.13,High,4694,7,1.32,43373,52,67,46,0
C00586,53,Male,Maharashtra,Mumbai,Low,Fashion,Mobile,Email,Prime,27,2.8,0.13,0.2,High,1479,7,1.07,11078,52,82,51,0
C00587,49,Male,Tamil Nadu,Coimbatore,High,Fashion,Mobile,Organic Search,Non-Prime,21,6,0.21,0.28,Low,3759,3,1.26,14209,122,140,23,0
C00588,25,Female,Telangana,Hyderabad,Medium,Beauty,Mobile,Paid Ads,Prime,19,5.4,0.13,0.09,Low,1678,6,1.22,12283,61,78,77,0
C00589,20,Female,Kerala,Thiruvananthapuram,Low,Beauty,Mobile,Paid Ads,Prime,16,4.1,0.06,0.09,Low,782,8,1.32,8258,46,67,81,0
C00590,56,Female,Telangana,Hyderabad,Medium,Electronics,Mobile,Social Media,Non-Prime,16,5.4,0.31,0.05,High,14752,1,1.25,18440,365,456,18,1
C00591,53,Male,Telangana,Hyderabad,High,Beauty,Desktop,Social Media,Prime,4,11.5,0.06,0.07,Low,2948,5,1.17,17246,73,78,79,0
C00592,28,Male,Kerala,Kochi,Medium,Grocery,Desktop,Email,Non-Prime,10,9.5,0.39,0.01,High,1477,2,1.19,3515,182,337,31,0
