customer_id,recency,frequency,monetary_value,R_score,F_score,M_score,RFM_Score,RFM_Segment,Cluster
C01139,60,8,23429,4,4,4,12,Loyal Customers,3
C01140,150,2,4373,3,2,2,7,Potential Loyalists,3
C01141,25,9,19874,5,5,4,14,Champions,3
C01142,117,6,35629,3,4,4,11,Loyal Customers,3
C01143,526,1,16145,1,1,3,5,At Risk,0
C01144,64,5,18010,4,3,4,11,Loyal Customers,3
C01145,152,5,40791,3,3,4,10,Loyal Customers,3
C01146,148,5,18854,3,3,4,10,Loyal Customers,3
C01147,791,1,2777,1,1,1,3,Lost,0
C01148,137,2,16538,3,2,3,8,Potential Loyalists,3
C01149,721,1,9760,1,1,3,5,At Risk,0
C01150,59,10,297828,4,5,5,14,Champions,3
C01151,32,6,29126,5,4,4,13,Champions,3
C01152,273,1,2293,2,1,1,4,Lost,0
C01153,94,3,31724,4,3,4,11,Loyal Customers,3
C01154,140,5,4651,3,3,2,8,Potential Loyalists,3
C01155,38,7,7426,5,4,2,11,Loyal Customers,3
C01156,16,40,828623,5,5,5,15,Champions,1
C01157,90,8,10520,4,4,3,11,Loyal Customers,3
C01158,80,8,443401,4,4,5,13,Champions,1
C01159,189,2,5023,3,2,2,7,Potential Loyalists,3
C01160,581,1,10027,1,1,3,5,At Risk,0
C01161,106,6,26201,3,4,4,11,Loyal Customers,3
C01162,471,1,4652,1,1,2,4,Lost,0
C01163,422,1,16215,2,1,3,6,At Risk,0
C01164,440,1,25888,1,1,4,6,At Risk,0
C01165,563,1,2784,1,1,1,3,Lost,0
C01166,164,4,10604,3,3,3,9,Potential Loyalists,3
C01167,161,4,2447,3,3,1,7,Potential Loyalists,3
C01168,27,12,153030,5,5,5,15,Champions,3
C01169,281,1,10921,2,1,3,6,At Risk,0
C01170,243,3,52588,2,3,5,10,Loyal Customers,3
C01171,329,1,3068,2,1,1,4,Lost,0
C01172,18,42,230170,5,5,5,15,Champions,2
C01173,379,1,17590,2,1,4,7,Potential Loyalists,0
C01174,265,1,1608,2,1,1,4,Lost,3
C01175,202,1,31621,2,1,4,7,Potential Loyalists,3
C01176,710,1,8452,1,1,3,5,At Risk,0
C01177,39,15,14527,5,5,3,13,Champions,3
C01178,41,7,8030,5,4,2,11,Loyal Customers,3
C01179,533,1,3145,1,1,2,4,Lost,0
C01180,241,2,3785,2,2,2,6,At Risk,3
C01181,452,1,5097,1,1,2,4,Lost,0
C01182,480,1,51435,1,1,5,7,Potential Loyalists,0
C01183,47,8,8326,5,4,3,12,Loyal Customers,3
C01184,5,40,77342,5,5,5,15,Champions,2
C01185,318,2,6269,2,2,2,6,At Risk,0
C01186,74,9,10288,4,5,3,12,Loyal Customers,3
C01187,48,5,4103,5,3,2,10,Loyal Customers,3
C01188,67,8,21244,4,4,4,12,Loyal Customers,3
C01189,517,1,2562,1,1,1,3,Lost,0
C01190,68,5,8585,4,3,3,10,Loyal Customers,3
C01191,566,1,2935,1,1,1,3,Lost,0
C01192,64,8,20535,4,4,4,12,Loyal Customers,3
C01193,97,6,33054,3,4,4,11,Loyal Customers,3
C01194,456,1,3090,1,1,1,3,Lost,0
C01195,341,1,1846,2,1,1,4,Lost,0
C01196,453,1,1354,1,1,1,3,Lost,0
C01197,156,5,18609,3,3,4,10,Loyal Customers,3
C01198,74,6,31608,4,4,4,12,Loyal Customers,3
C01199,37,8,30220,5,4,4,13,Champions,3
C01200,198,2,7210,3,2,2,7,Potential Loyalists,3
C01201,772,1,17624,1,1,4,6,At Risk,0
C01202,46,6,192891,5,4,5,14,Champions,3
C01203,297,1,4592,2,1,2,5,At Risk,0
C01204,15,13,20457,5,5,4,14,Champions,3
C01205,323,2,2431,2,2,1,5,At Risk,0
C01206,155,5,89066,3,3,5,11,Loyal Customers,3
C01207,71,8,65614,4,4,5,13,Champions,3
C01208,59,5,50566,4,3,5,12,Loyal Customers,3
C01209,145,2,21198,3,2,4,9,Potential Loyalists,3
C01210,583,1,1263,1,1,1,3,Lost,0
C01211,76,6,14645,4,4,3,11,Loyal Customers,3
C01212,429,1,1742,1,1,1,3,Lost,0
C01213,268,1,1294,2,1,1,4,Lost,3
C01214,155,4,5137,3,3,2,8,Potential Loyalists,3
C01215,58,11,17582,4,5,4,13,Champions,3
C01216,486,1,1752,1,1,1,3,Lost,0
C01217,46,6,17853,5,4,4,13,Champions,3
C01218,291,1,7227,2,1,2,5,At Risk,0
C01219,85,4,40535,4,3,4,11,Loyal Customers,3
C01220,652,1,16276,1,1,3,5,At Risk,0
C01221,86,4,11686,4,3,3,10,Loyal Customers,3
C01222,679,1,2565,1,1,1,3,Lost,0
C01223,82,8,66203,4,4,5,13,Champions,3
C01224,96,7,33446,4,4,4,12,Loyal Customers,3
C01225,46,4,21248,5,3,4,12,Loyal Customers,3
C01226,255,3,67934,2,3,5,10,Loyal Customers,3
C01227,68,8,17334,4,4,4,12,Loyal Customers,3
C01228,295,2,2581,2,2,1,5,At Risk,0
C01229,87,7,6124,4,4,2,10,Loyal Customers,3
C01230,81,5,36833,4,3,4,11,Loyal Customers,3
C01231,461,1,7199,1,1,2,4,Lost,0
C01232,128,5,74530,3,3,5,11,Loyal Customers,3
C01233,47,5,35154,5,3,4,12,Loyal Customers,3
C01234,218,1,2661,2,1,1,4,Lost,3
C01235,100,3,30573,3,3,4,10,Loyal Customers,3
C01236,116,6,15528,3,4,3,10,Loyal Customers,3
C01237,91,8,21712,4,4,4,12,Loyal Customers,3
C01238,422,1,8503,2,1,3,6,At Risk,0
C01239,397,1,6272,2,1,2,5,At Risk,0
C01240,271,1,33740,2,1,4,7,Potential Loyalists,3
C01241,73,8,4861,4,4,2,10,Loyal Customers,3
C01242,147,3,12578,3,3,3,9,Potential Loyalists,3
C01243,796,1,1048,1,1,1,3,Lost,0
C01244,53,7,16652,5,4,3,12,Loyal Customers,3
C01245,117,5,28102,3,3,4,10,Loyal Customers,3
C01246,127,5,14837,3,3,3,9,Potential Loyalists,3
C01247,154,5,60929,3,3,5,11,Loyal Customers,3
C01248,122,6,14075,3,4,3,10,Loyal Customers,3
C01249,57,8,365904,4,4,5,13,Champions,1
C01250,78,5,6845,4,3,2,9,Potential Loyalists,3
C01251,68,4,2778,4,3,1,8,Potential Loyalists,3
C01252,352,1,931,2,1,1,4,Lost,0
C01253,296,2,62838,2,2,5,9,Potential Loyalists,3
C01254,38,6,10530,5,4,3,12,Loyal Customers,3
C01255,64,5,86874,4,3,5,12,Loyal Customers,3
C01256,109,5,4581,3,3,2,8,Potential Loyalists,3
C01257,254,1,14398,2,1,3,6,At Risk,3
C01258,163,2,986,3,2,1,6,At Risk,3
C01259,387,2,13286,2,2,3,7,Potential Loyalists,0
C01260,768,1,1035,1,1,1,3,Lost,0
C01261,742,1,1079,1,1,1,3,Lost,0
C01262,330,2,5057,2,2,2,6,At Risk,0
C01263,88,7,14501,4,4,3,11,Loyal Customers,3
C01264,87,6,58196,4,4,5,13,Champions,3
C01265,116,2,6297,3,2,2,7,Potential Loyalists,3
C01266,692,1,607,1,1,1,3,Lost,0
C01267,30,7,9455,5,4,3,12,Loyal Customers,3
C01268,678,1,454,1,1,1,3,Lost,0
C01269,781,1,1838,1,1,1,3,Lost,0
C01270,163,4,14767,3,3,3,9,Potential Loyalists,3
C01271,58,8,53821,4,4,5,13,Champions,3
C01272,726,1,5430,1,1,2,4,Lost,0
C01273,50,5,12794,5,3,3,11,Loyal Customers,3
C01274,333,2,12617,2,2,3,7,Potential Loyalists,0
C01275,121,5,221848,3,3,5,11,Loyal Customers,3
C01276,76,8,92762,4,5,5,14,Champions,3
C01277,71,7,69735,4,4,5,13,Champions,3
C01278,65,9,4706,4,5,2,11,Loyal Customers,3
C01279,29,8,8081,5,5,2,12,Loyal Customers,3
C01280,596,1,867,1,1,1,3,Lost,0
C01281,17,13,11188,5,5,3,13,Champions,3
C01282,232,1,2396,2,1,1,4,Lost,3
C01283,365,2,107313,2,2,5,9,Potential Loyalists,0
C01284,512,1,513,1,1,1,3,Lost,0
C01285,46,7,23508,5,4,4,13,Champions,3
C01286,13,40,47550,5,5,5,15,Champions,2
C01287,43,10,68893,5,5,5,15,Champions,3
C01288,33,6,21933,5,4,4,13,Champions,3
C01289,56,8,10060,4,5,3,12,Loyal Customers,3
C01290,155,5,56618,3,3,5,11,Loyal Customers,3
C01291,395,1,10405,2,1,3,6,At Risk,0
C01292,670,1,1524,1,1,1,3,Lost,0
C01293,61,11,12681,4,5,3,12,Loyal Customers,3
C01294,140,5,43642,3,3,5,11,Loyal Customers,3
C01295,127,6,85798,3,4,5,12,Loyal Customers,3
C01296,252,3,1278,2,3,1,6,At Risk,3
C01297,84,6,168230,4,4,5,13,Champions,3
C01298,687,1,2863,1,1,1,3,Lost,0
C01299,12,38,113093,5,5,5,15,Champions,2
C01300,147,4,12998,3,3,3,9,Potential Loyalists,3
C01301,28,12,36044,5,5,4,14,Champions,3
C01302,58,4,75800,4,3,5,12,Loyal Customers,3
C01303,386,2,3122,2,2,1,5,At Risk,0
C01304,99,2,2515,3,2,1,6,At Risk,3
C01305,707,1,870,1,1,1,3,Lost,0
C01306,371,2,3913,2,2,2,6,At Risk,0
C01307,69,8,22499,4,5,4,13,Champions,3
C01308,225,1,2974,2,1,1,4,Lost,3
C01309,43,6,24534,5,4,4,13,Champions,3
C01310,45,8,66129,5,5,5,15,Champions,3
C01311,44,17,13869,5,5,3,13,Champions,3
C01312,316,2,28564,2,2,4,8,Potential Loyalists,0
C01313,613,1,1363,1,1,1,3,Lost,0
C01314,413,1,997,2,1,1,4,Lost,0
C01315,38,8,41040,5,5,4,14,Champions,3
C01316,96,2,2501,4,2,1,7,Potential Loyalists,3
C01317,318,1,2840,2,1,1,4,Lost,0
C01318,668,1,1030,1,1,1,3,Lost,0
C01319,62,4,3841,4,3,2,9,Potential Loyalists,3
C01320,69,10,48724,4,5,5,14,Champions,3
C01321,80,6,14435,4,4,3,11,Loyal Customers,3
C01322,312,1,4665,2,1,2,5,At Risk,0
C01323,61,5,98654,4,3,5,12,Loyal Customers,3
C01324,79,6,72384,4,4,5,13,Champions,3
C01325,338,2,10817,2,2,3,7,Potential Loyalists,0
C01326,93,8,35281,4,5,4,13,Champions,3
C01327,118,2,1279,3,2,1,6,At Risk,3
C01328,256,1,2837,2,1,1,4,Lost,3
C01329,270,2,28746,2,2,4,8,Potential Loyalists,3
C01330,532,1,8841,1,1,3,5,At Risk,0
C01331,54,6,195632,5,4,5,14,Champions,3
C01332,122,6,10288,3,4,3,10,Loyal Customers,3
C01333,606,1,6571,1,1,2,4,Lost,0
C01334,367,2,3379,2,2,2,6,At Risk,0
C01335,86,5,72345,4,3,5,12,Loyal Customers,3
C01336,403,1,14793,2,1,3,6,At Risk,0
C01337,675,1,3567,1,1,2,4,Lost,0
C01338,377,1,41698,2,1,4,7,Potential Loyalists,0
C01339,197,1,1550,3,1,1,5,At Risk,3
C01340,95,8,9173,4,5,3,12,Loyal Customers,3
C01341,586,1,2822,1,1,1,3,Lost,0
C01342,697,1,2270,1,1,1,3,Lost,0
C01343,541,1,5382,1,1,2,4,Lost,0
C01344,493,1,3115,1,1,1,3,Lost,0
C01345,172,2,3082,3,2,1,6,At Risk,3
C01346,121,6,58716,3,4,5,12,Loyal Customers,3
C01347,80,6,16702,4,4,3,11,Loyal Customers,3
C01348,100,8,14793,3,5,3,11,Loyal Customers,3
C01349,158,2,8316,3,2,3,8,Potential Loyalists,3
C01350,66,8,18950,4,5,4,13,Champions,3
C01351,95,5,15998,4,3,3,10,Loyal Customers,3
C01352,755,1,1562,1,1,1,3,Lost,0
C01353,77,8,4318,4,5,2,11,Loyal Customers,3
C01354,61,5,14286,4,3,3,10,Loyal Customers,3
C01355,370,1,8344,2,1,3,6,At Risk,0
C01356,40,7,50023,5,4,5,14,Champions,3
C01357,56,8,29751,4,5,4,13,Champions,3
C01358,690,1,1535,1,1,1,3,Lost,0
C01359,7,32,58148,5,5,5,15,Champions,2
C01360,486,1,19587,1,1,4,6,At Risk,0
C01361,63,7,10173,4,4,3,11,Loyal Customers,3
C01362,790,1,1136,1,1,1,3,Lost,0
C01363,16,14,58764,5,5,5,15,Champions,3
C01364,60,6,13715,4,4,3,11,Loyal Customers,3
C01365,607,1,3253,1,1,2,4,Lost,0
C01366,704,1,5559,1,1,2,4,Lost,0
C01367,158,5,59754,3,3,5,11,Loyal Customers,3
C01368,245,2,14679,2,2,3,7,Potential Loyalists,3
C01369,577,1,4203,1,1,2,4,Lost,0
C01370,534,1,2307,1,1,1,3,Lost,0
C01371,559,1,1680,1,1,1,3,Lost,0
C01372,772,1,3019,1,1,1,3,Lost,0
C01373,56,5,46744,4,3,5,12,Loyal Customers,3
C01374,133,5,138139,3,3,5,11,Loyal Customers,3
C01375,128,5,24326,3,3,4,10,Loyal Customers,3
C01376,13,16,343900,5,5,5,15,Champions,1
C01377,24,10,38604,5,5,4,14,Champions,3
C01378,45,11,21656,5,5,4,14,Champions,3
C01379,739,1,8360,1,1,3,5,At Risk,0
C01380,46,6,15671,5,4,3,12,Loyal Customers,3
C01381,789,1,3238,1,1,2,4,Lost,0
C01382,599,1,1214,1,1,1,3,Lost,0
C01383,42,8,25723,5,5,4,14,Champions,3
C01384,50,7,21706,5,4,4,13,Champions,3
C01385,48,11,35957,5,5,4,14,Champions,3
C01386,25,8,35270,5,5,4,14,Champions,3
C01387,655,1,910,1,1,1,3,Lost,0
C01388,87,5,6399,4,3,2,9,Potential Loyalists,3
C01389,604,1,2588,1,1,1,3,Lost,0
C01390,682,1,2442,1,1,1,3,Lost,0
C01391,56,4,58641,4,3,5,12,Loyal Customers,3
C01392,105,7,72104,3,4,5,12,Loyal Customers,3
C01393,321,1,18929,2,1,4,7,Potential Loyalists,0
C01394,565,1,1057,1,1,1,3,Lost,0
C01395,72,6,8220,4,4,2,10,Loyal Customers,3
C01396,548,1,2415,1,1,1,3,Lost,0
C01397,27,24,22290,5,5,4,14,Champions,2
C01398,158,5,29372,3,3,4,10,Loyal Customers,3
C01399,791,1,19220,1,1,4,6,At Risk,0
C01400,50,7,52903,5,4,5,14,Champions,3
C01401,119,5,4737,3,3,2,8,Potential Loyalists,3
C01402,546,1,910,1,1,1,3,Lost,0
C01403,18,23,430201,5,5,5,15,Champions,1
C01404,382,1,2055,2,1,1,4,Lost,0
C01405,113,7,158127,3,4,5,12,Loyal Customers,3
C01406,127,5,17253,3,3,4,10,Loyal Customers,3
C01407,34,8,60679,5,5,5,15,Champions,3
C01408,67,11,10810,4,5,3,12,Loyal Customers,3
C01409,126,5,23499,3,3,4,10,Loyal Customers,3
C01410,324,1,549,2,1,1,4,Lost,0
C01411,76,5,16011,4,3,3,10,Loyal Customers,3
C01412,43,8,374463,5,5,5,15,Champions,1
C01413,129,4,7916,3,3,2,8,Potential Loyalists,3
C01414,301,2,1107,2,2,1,5,At Risk,0
C01415,67,6,42690,4,4,5,13,Champions,3
C01416,30,15,45464,5,5,5,15,Champions,3
C01417,85,6,83469,4,4,5,13,Champions,3
C01418,144,4,4272,3,3,2,8,Potential Loyalists,3
C01419,165,4,68788,3,3,5,11,Loyal Customers,3
C01420,55,4,30843,4,3,4,11,Loyal Customers,3
C01421,15,31,506772,5,5,5,15,Champions,1
C01422,257,2,5734,2,2,2,6,At Risk,3
C01423,423,1,981,2,1,1,4,Lost,0
C01424,21,16,8887,5,5,3,13,Champions,3
C01425,41,6,26451,5,4,4,13,Champions,3
C01426,421,1,603,2,1,1,4,Lost,0
C01427,41,6,13575,5,4,3,12,Loyal Customers,3
C01428,272,1,2160,2,1,1,4,Lost,3
C01429,285,2,4573,2,2,2,6,At Risk,3
C01430,179,3,24760,3,3,4,10,Loyal Customers,3
C01431,56,6,19278,4,4,4,12,Loyal Customers,3
C01432,794,1,10210,1,1,3,5,At Risk,0
C01433,43,16,292012,5,5,5,15,Champions,1
C01434,60,8,6182,4,5,2,11,Loyal Customers,3
C01435,208,1,1650,2,1,1,4,Lost,3
C01436,480,1,2717,1,1,1,3,Lost,0
C01437,246,1,2474,2,1,1,4,Lost,3
C01438,56,5,44914,4,3,5,12,Loyal Customers,3
C01439,652,1,1076,1,1,1,3,Lost,0
C01440,208,1,2104,2,1,1,4,Lost,3
C01441,442,1,11222,1,1,3,5,At Risk,0
C01442,254,3,14251,2,3,3,8,Potential Loyalists,3
C01443,659,1,1797,1,1,1,3,Lost,0
C01444,78,9,8118,4,5,2,11,Loyal Customers,3
C01445,46,6,7667,5,4,2,11,Loyal Customers,3
C01446,371,2,4685,2,2,2,6,At Risk,0
C01447,13,40,767448,5,5,5,15,Champions,1
C01448,58,4,16712,4,3,3,10,Loyal Customers,3
C01449,86,4,11294,4,3,3,10,Loyal Customers,3
C01450,342,1,51521,2,1,5,8,Potential Loyalists,0
C01451,68,6,6149,4,4,2,10,Loyal Customers,3
C01452,359,1,1436,2,1,1,4,Lost,0
C01453,341,1,5335,2,1,2,5,At Risk,0
C01454,61,5,9819,4,3,3,10,Loyal Customers,3
C01455,30,7,30968,5,4,4,13,Champions,3
C01456,208,1,2580,2,1,1,4,Lost,3
C01457,265,1,9421,2,1,3,6,At Risk,3
C01458,83,5,111386,4,3,5,12,Loyal Customers,3
C01459,15,18,21209,5,5,4,14,Champions,3
C01460,49,14,138095,5,5,5,15,Champions,3
C01461,35,8,37911,5,5,4,14,Champions,3
C01462,52,6,67323,5,4,5,14,Champions,3
C01463,177,4,71389,3,3,5,11,Loyal Customers,3
C01464,184,1,4672,3,1,2,6,At Risk,3
C01465,39,9,19699,5,5,4,14,Champions,3
C01466,289,1,12010,2,1,3,6,At Risk,0
C01467,133,4,9937,3,3,3,9,Potential Loyalists,3
C01468,465,1,22154,1,1,4,6,At Risk,0
C01469,189,1,1608,3,1,1,5,At Risk,3
C01470,640,1,4051,1,1,2,4,Lost,0
C01471,43,7,256347,5,4,5,14,Champions,3
C01472,40,6,4271,5,4,2,11,Loyal Customers,3
C01473,162,2,14136,3,2,3,8,Potential Loyalists,3
C01474,38,6,28612,5,4,4,13,Champions,3
C01475,619,1,1044,1,1,1,3,Lost,0
C01476,44,5,10810,5,3,3,11,Loyal Customers,3
C01477,127,5,37966,3,3,4,10,Loyal Customers,3
C01478,174,4,8900,3,3,3,9,Potential Loyalists,3
C01479,94,8,8080,4,5,2,11,Loyal Customers,3
C01480,759,1,5588,1,1,2,4,Lost,0
C01481,32,7,57077,5,4,5,14,Champions,3
C01482,701,1,1621,1,1,1,3,Lost,0
C01483,750,1,10795,1,1,3,5,At Risk,0
C01484,11,47,64260,5,5,5,15,Champions,2
C01485,347,1,10612,2,1,3,6,At Risk,0
C01486,391,1,3479,2,1,2,5,At Risk,0
C01487,449,1,2219,1,1,1,3,Lost,0
C01488,753,1,1266,1,1,1,3,Lost,0
C01489,192,2,2925,3,2,1,6,At Risk,3
C01490,338,1,1215,2,1,1,4,Lost,0
C01491,282,2,38373,2,2,4,8,Potential Loyalists,3
C01492,553,1,2125,1,1,1,3,Lost,0
C01493,124,2,5186,3,2,2,7,Potential Loyalists,3
C01494,684,1,3668,1,1,2,4,Lost,0
C01495,200,3,20553,2,3,4,9,Potential Loyalists,3
C01496,659,1,997,1,1,1,3,Lost,0
C01497,257,1,3344,2,1,2,5,At Risk,3
C01498,25,8,6232,5,5,2,12,Loyal Customers,3
C01499,48,4,9794,5,3,3,11,Loyal Customers,3
C01500,259,3,17922,2,3,4,9,Potential Loyalists,3
C01501,485,1,16990,1,1,3,5,At Risk,0
C01502,75,7,6388,4,4,2,10,Loyal Customers,3
C01503,8,40,50462,5,5,5,15,Champions,2
C01504,103,7,14849,3,4,3,10,Loyal Customers,3
C01505,91,8,23950,4,5,4,13,Champions,3
C01506,237,1,738,2,1,1,4,Lost,3
C01507,235,3,19700,2,3,4,9,Potential Loyalists,3
C01508,403,1,1632,2,1,1,4,Lost,0
C01509,56,8,57737,4,5,5,14,Champions,3
C01510,39,10,131527,5,5,5,15,Champions,3
C01511,489,1,5423,1,1,2,4,Lost,0
C01512,761,1,3186,1,1,2,4,Lost,0
C01513,154,5,7190,3,3,2,8,Potential Loyalists,3
C01514,141,5,57366,3,3,5,11,Loyal Customers,3
C01515,674,1,10476,1,1,3,5,At Risk,0
C01516,82,6,11153,4,4,3,11,Loyal Customers,3
C01517,711,1,590,1,1,1,3,Lost,0
C01518,88,8,26451,4,5,4,13,Champions,3
C01519,146,2,3942,3,2,2,7,Potential Loyalists,3
C01520,90,8,16083,4,5,3,12,Loyal Customers,3
C01521,182,4,9341,3,3,3,9,Potential Loyalists,3
C01522,111,4,28396,3,3,4,10,Loyal Customers,3
C01523,756,1,3011,1,1,1,3,Lost,0
C01524,85,6,15453,4,4,3,11,Loyal Customers,3
C01525,40,11,9923,5,5,3,13,Champions,3
C01526,108,4,17087,3,3,4,10,Loyal Customers,3
C01527,73,5,94543,4,3,5,12,Loyal Customers,3
C01528,140,5,28338,3,3,4,10,Loyal Customers,3
C01529,77,5,50381,4,3,5,12,Loyal Customers,3
C01530,155,3,9336,3,3,3,9,Potential Loyalists,3
C01531,511,1,936,1,1,1,3,Lost,0
C01532,267,3,4493,2,3,2,7,Potential Loyalists,3
C01533,343,1,1499,2,1,1,4,Lost,0
C01534,602,1,1434,1,1,1,3,Lost,0
C01535,111,5,14762,3,3,3,9,Potential Loyalists,3
C01536,414,1,832,2,1,1,4,Lost,0
C01537,268,3,4138,2,3,2,7,Potential Loyalists,3
C01538,37,6,72095,5,4,5,14,Champions,3
C01539,104,6,7898,3,4,2,9,Potential Loyalists,3
C01540,294,1,2251,2,1,1,4,Lost,0
C01541,97,2,47944,3,2,5,10,Loyal Customers,3
C01542,62,5,45564,4,3,5,12,Loyal Customers,3
C01543,97,8,23178,3,5,4,12,Loyal Customers,3
C01544,723,1,3590,1,1,2,4,Lost,0
C01545,111,5,9651,3,3,3,9,Potential Loyalists,3
C01546,249,1,1510,2,1,1,4,Lost,3
C01547,13,46,2055858,5,5,5,15,Champions,1
C01548,21,18,136732,5,5,5,15,Champions,3
C01549,613,1,2777,1,1,1,3,Lost,0
C01550,395,1,19556,2,1,4,7,Potential Loyalists,0
C01551,213,1,4325,2,1,2,5,At Risk,3
C01552,66,9,23444,4,5,4,13,Champions,3
C01553,802,1,4439,1,1,2,4,Lost,0
C01554,780,1,2146,1,1,1,3,Lost,0
C01555,363,2,4320,2,2,2,6,At Risk,0
C01556,24,22,48162,5,5,5,15,Champions,2
C01557,110,5,111186,3,3,5,11,Loyal Customers,3
C01558,633,1,14955,1,1,3,5,At Risk,0
C01559,89,5,130974,4,3,5,12,Loyal Customers,3
C01560,97,7,9751,3,4,3,10,Loyal Customers,3
C01561,67,8,128331,4,5,5,14,Champions,3
C01562,328,2,2410,2,2,1,5,At Risk,0
C01563,70,5,15760,4,3,3,10,Loyal Customers,3
C01564,42,6,6526,5,4,2,11,Loyal Customers,3
C01565,137,5,8801,3,3,3,9,Potential Loyalists,3
C01566,62,6,7432,4,4,2,10,Loyal Customers,3
C01567,87,8,17254,4,5,4,13,Champions,3
C01568,315,1,2808,2,1,1,4,Lost,0
C01569,234,1,1539,2,1,1,4,Lost,3
C01570,488,1,1895,1,1,1,3,Lost,0
C01571,465,1,1894,1,1,1,3,Lost,0
C01572,52,8,34460,5,5,4,14,Champions,3
C01573,248,1,535,2,1,1,4,Lost,3
C01574,51,6,16070,5,4,3,12,Loyal Customers,3
C01575,618,1,1523,1,1,1,3,Lost,0
C01576,694,1,2198,1,1,1,3,Lost,0
C01577,32,6,34507,5,4,4,13,Champions,3
C01578,195,1,2539,3,1,1,5,At Risk,3
C01579,29,8,15997,5,5,3,13,Champions,3
C01580,323,2,23361,2,2,4,8,Potential Loyalists,0
C01581,214,2,20155,2,2,4,8,Potential Loyalists,3
C01582,195,4,24720,3,3,4,10,Loyal Customers,3
C01583,56,6,9449,4,4,3,11,Loyal Customers,3
C01584,66,9,14380,4,5,3,12,Loyal Customers,3
C01585,33,18,182835,5,5,5,15,Champions,3
C01586,498,1,25472,1,1,4,6,At Risk,0
C01587,78,7,50743,4,4,5,13,Champions,3
C01588,46,8,10461,5,5,3,13,Champions,3
C01589,238,1,2862,2,1,1,4,Lost,3
C01590,31,9,10936,5,5,3,13,Champions,3
C01591,428,1,1959,2,1,1,4,Lost,0
C01592,19,17,13522,5,5,3,13,Champions,3
C01593,70,7,22278,4,4,4,12,Loyal Customers,3
C01594,112,3,14241,3,3,3,9,Potential Loyalists,3
C01595,224,3,2830,2,3,1,6,At Risk,3
C01596,60,4,8568,4,3,3,10,Loyal Customers,3
C01597,62,3,70905,4,3,5,12,Loyal Customers,3
C01598,609,1,4706,1,1,2,4,Lost,0
C01599,520,1,20577,1,1,4,6,At Risk,0
C01600,183,4,8218,3,3,2,8,Potential Loyalists,3
C01601,516,1,3661,1,1,2,4,Lost,0
C01602,365,1,2231,2,1,1,4,Lost,0
C01603,49,12,126906,5,5,5,15,Champions,3
C01604,658,1,1257,1,1,1,3,Lost,0
C01605,464,1,20748,1,1,4,6,At Risk,0
C01606,105,4,14949,3,3,3,9,Potential Loyalists,3
C01607,389,1,52222,2,1,5,8,Potential Loyalists,0
C01608,345,1,1169,2,1,1,4,Lost,0
C01609,654,1,21819,1,1,4,6,At Risk,0
C01610,41,13,108060,5,5,5,15,Champions,3
C01611,462,1,3313,1,1,2,4,Lost,0
C01612,54,7,8365,5,4,3,12,Loyal Customers,3
C01613,52,7,97459,5,4,5,14,Champions,3
C01614,54,7,106815,5,4,5,14,Champions,3
C01615,67,5,18301,4,3,4,11,Loyal Customers,3
C01616,132,2,3882,3,2,2,7,Potential Loyalists,3
C01617,134,6,5419,3,4,2,9,Potential Loyalists,3
C01618,142,2,20104,3,2,4,9,Potential Loyalists,3
C01619,72,4,11859,4,3,3,10,Loyal Customers,3
C01620,485,1,1499,1,1,1,3,Lost,0
C01621,259,3,18834,2,3,4,9,Potential Loyalists,3
C01622,56,12,30609,4,5,4,13,Champions,3
C01623,127,4,10184,3,3,3,9,Potential Loyalists,3
C01624,31,6,25383,5,4,4,13,Champions,3
C01625,53,10,22394,5,5,4,14,Champions,3
C01626,417,1,11601,2,1,3,6,At Risk,0
C01627,77,5,35664,4,3,4,11,Loyal Customers,3
C01628,39,5,7711,5,3,2,10,Loyal Customers,3
C01629,31,8,32954,5,5,4,14,Champions,3
C01630,136,2,8397,3,2,3,8,Potential Loyalists,3
C01631,10,26,108703,5,5,5,15,Champions,2
C01632,49,7,9258,5,4,3,12,Loyal Customers,3
C01633,554,1,4435,1,1,2,4,Lost,0
C01634,668,1,766,1,1,1,3,Lost,0
C01635,132,6,115078,3,4,5,12,Loyal Customers,3
C01636,162,3,1615,3,3,1,7,Potential Loyalists,3
C01637,325,1,24391,2,1,4,7,Potential Loyalists,0
C01638,36,7,12786,5,4,3,12,Loyal Customers,3
C01639,23,11,552709,5,5,5,15,Champions,1
C01640,118,3,8168,3,3,2,8,Potential Loyalists,3
C01641,332,1,1242,2,1,1,4,Lost,0
C01642,739,1,5321,1,1,2,4,Lost,0
C01643,37,7,11951,5,4,3,12,Loyal Customers,3
C01644,116,3,7420,3,3,2,8,Potential Loyalists,3
C01645,371,1,2562,2,1,1,4,Lost,0
C01646,88,6,8512,4,4,3,11,Loyal Customers,3
C01647,267,1,2297,2,1,1,4,Lost,3
C01648,224,1,469,2,1,1,4,Lost,3
C01649,90,6,13732,4,4,3,11,Loyal Customers,3
C01650,227,2,19828,2,2,4,8,Potential Loyalists,3
C01651,127,6,14244,3,4,3,10,Loyal Customers,3
C01652,47,7,211992,5,4,5,14,Champions,3
C01653,205,2,3579,2,2,2,6,At Risk,3
C01654,73,7,24623,4,4,4,12,Loyal Customers,3
C01655,321,1,2422,2,1,1,4,Lost,0
